SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
VERBS,types,A2,FORM: AUXILIARY VERBS 'HAVE' AND 'DO',Can use auxiliary verbs 'have' and 'do'. ,"It has been a long time since I saw you.
I have left my suitcase in your house.
Have you got a mobile phone?
I haven't emailed you in a long time.
Yes, I do. I am really excited about the idea.
Do you like shopping?
Did you buy a new mobile phone?
I thought that I wouldn't find nice clothes for me, but surprisingly, I did.
Why didn't you come to my birthday party?"
VERBS,types,A2,FORM: LINKING VERBS + ADJECTIVE,Can use linking verbs with adjective complements. ,"It makes me feel comfortable and the room looks bigger with the colour.
My bedroom will be blue because the colour blue always looks fresh and I like it if it's always fresh."
VERBS,types,A2,FORM: MODAL AUXILIARY VERBS,Can use an increasing range of modal auxiliary verbs. ,"And I think we should go somewhere else to have a drink after the film.
Please wear some of your old and torn clothes because they might get dirty."
VERBS,types,A2,"FORM: SEMI-MODAL AUXILIARY VERBS, 'HAVE (GOT) TO'",Can use semi-modal auxiliary verb 'have (got) to'.,"You've got to bring paintbrushes, paper and paint, that's all.
You don't have to bring anything except your clothes."
VERBS,types,B1,"FORM: SEMI-MODAL AUXILIARY VERBS, 'USED TO', 'OUGHT TO'","Can use semi-modal auxiliary verbs, 'used to' and 'ought to'. ","But we used to play together every single day!
I think you ought to join a gym and you should go for a walk at least three times a week."
VERBS,types,B2,"FORM: SEMI-MODAL AUXILIARY VERBS, 'DARE', 'NEED'","Can use semi-modal auxiliary verbs, 'dare' and 'need'. ","You needn't worry about where we can stay.
I think that they are rather jealous because they daren't give up their car."
VERBS,patterns_with to and -ing,A1,FORM: VERB + 'TO'-INFINITIVE,Can use a limited range of verbs followed by a 'to'- infinitive. ,"I like to go to the zoo.
Sometimes I don't like to go out because It's very cold.
I want to invite you for dinner."
VERBS,patterns_with to and -ing,A1,FORM: 'LIKE' + 'TO'-INFINITIVE OR + '-ING',"Can use 'like' followed either by a 'to'-infinitive or an '-ing' form, with no change in meaning. ","I like to work with my teacher.
I don't like to eat at College.
I like reading lots of magazines.
I don't like doing homework in college.
I like learning grammar.
I like travelling by car."
VERBS,patterns_with to and -ing,A1,FORM: 'WOULD LIKE TO',Can use 'would like to' + infinitive. ,"I would like to meet you to give you some information about the Brannl State and the shops near her.
I'd like to invite you on Sunday about six o'clock in the evening."
VERBS,patterns_with to and -ing,A2,FORM: VERB + 'TO'- INFINITIVE,Can use an increasing range of verbs followed by a 'to'-infinitive. ,"I bought them because I hope to go to England this year and the weather isn't very good.
Please remember to bring your pyjamas and your tooth brush.
Don't forget to come."
VERBS,patterns_with to and -ing,A2,FORM: VERBS + 'TO'-INFINITIVE OR + '-ING',"Can use verbs expressing preference followed either by a 'to'-infinitive or an '-ing' form, with no change in meaning.","I love to play football.
I love to cook.
I prefer to play football but I often go to the gym.
I hate to watch any sports.
I love cooking and also baking.
I love listening to music, especially hip-hop music.
I hate wearing trousers in summer."
VERBS,patterns_with to and -ing,A2,FORM/USE: 'WOULD LOVE' + 'TO',Can use 'would love to' followed by the 'to'-infinitive to give emphasis. ,"I'd love to do the concert.
I'd love to hear it!"
VERBS,patterns_with to and -ing,A2,FORM: 'ENJOY' + '-ING',Can use 'enjoy' followed by the '-ing' form. ,"We enjoy playing the piano and singing together.
You know I really enjoy listening to music."
VERBS,patterns_with to and -ing,B1,FORM: VERB + 'TO-' INFINITIVE,Can use a wide range of verbs followed by a 'to-' infinitive. ,"? it's one of the reasons I decided to change class.
I'm going to buy pictures to hang on the wall, because my room seems to be very cold and very unfriendly."
VERBS,patterns_with to and -ing,B1,"FORM/USE: 'WOULD PREFER' + 'TO', POLITENESS ","Can use 'would prefer' + 'to' infinitive, often for politeness.","I would prefer to pay by cash.
I would prefer to meet you at six o'clock instead of four, at the café in my hometown.
I'd prefer to go on holiday with my friends."
VERBS,patterns_with to and -ing,B1,FORM: VERB + '-ING' FORM,Can use a limited range of verbs followed by an '-ing' form. ,"I would like to stay there a few years to finish studying and to have my own money to start thinking of travelling.
So, would you mind telling Mr and Mrs Thomas."
VERBS,patterns_with to and -ing,B1,FORM: 'HELP' + OBJECT ,"Can use 'help' + object + infinitive with or without 'to', with no change in meaning. ","I wanted to help him to make some friends. He's just like me.
I hope that it will help you to keep fit.
I hope my advice can help you choose where to go.
This house is terrible and I hope you can help me find something better."
VERBS,patterns_with to and -ing,B1,FORM: VERBS + DIRECT OBJECT + 'TO' INFINITIVE,Can use some verbs of requesting and commanding followed by a direct object and a 'to-'infinitive. ,"I would like you to come to a picnic on Saturday.
I would like you to come to my office on 16th of May to discuss the terms of the contract.
Your parents want you to go on holiday with them this summer.
You asked me to tell you about one of my friends."
VERBS,patterns_with to and -ing,B1,"FORM: 'MAKE', 'LET' + INFINITIVE WITHOUT 'TO'",Can use 'make' and 'let' + infinitive without 'to'.,"Let me know if it is suitable for you.
She makes me smile when I'm sad.
She always makes me laugh!
You are eighteen now, you can do what you want and they should let you do it.
I think you should talk with your parents and try to make them understand how you feel and what you prefer.
Maybe your parents are afraid of letting you go away by yourself, they still consider you their baby."
VERBS,patterns_with to and -ing,B2,FORM: VERB + '-ING' FORM,Can use an increasing range of verbs followed by an '-ing' form. ,"... we can't avoid using them because we are used to them.
I couldn't stand being there.
Moreover we may consider offering bonus schemes, to increase the staff's loyalty to our company."
VERBS,patterns_with to and -ing,B2,FORM: VERB + NEW SUBJECT + '-ING' FORM,Can introduce a new subject before the '-ing' form (using noun or object pronoun).,"If your boss doesn't mind you delaying, it could be a possible solution.
I could not stand people shouting at me, or taking pictures of me all day. It would be horrible.
Oh just one more thing: would you mind me staying in your flat again?
We imagine it being a frozen land, where the people are ?frozen? too - both 'inside' and 'outside'."
VERBS,patterns_with to and -ing,B2,"FORM: 'TO'-INFINITIVE OR '-ING' FORM, MEANING","Can follow some verbs with a 'to'-infinitive or an '-ing' form, with a change in meaning.","He said if you need to change the time, remember to contact him to make a new appointment.
I know it is difficult to get by with such a low salary but I am sure you have not stopped to think twice about your life.
I remember feeling very unhappy and confused all day long.
After I had a baby, I needed to stop working."
VERBS,patterns_with to and -ing,B2,FORM/USE: VERBS OF SENSES  + OBJECT + '-ING',"Can use some verbs connected with the senses + direct object + an '-ing' form, to give emphasis to an ongoing activity.","Then I heard someone screaming, I was afraid and I said to the others: Let's go out, something is happening.
I think we can learn nothing by seeing animals out of their habitat: we cannot see them running or eating or hunting."
VERBS,patterns_with to and -ing,C1,FORM/USE: VERBS OF SENSES + OBJECT + INFINITIVE,Can use some verbs connected with the senses + direct object + infinitive without 'to' emphasising a complete action.,"I would like to see it develop without any pollution and without destroying the environment.
Nowadays, it is very common in Argentina to hear people talk about the economic depression."
VERBS,patterns_with to and -ing,C2,FORM/USE: 'WOULD HATE' + 'TO',"Can use 'would hate' + 'to' infinitive, for emphasis. ","We in the student committee would hate to see all that space go to waste.
I am very much aware of my parents? mistakes and would hate to make the same ones."
VERBS,there is/are,A1,FORM: 'THERE IS',Can use 'there is' + singular noun phrase as complement. ,"My home is nice, there is a nice garden.
In my College there is a big library.
In my home there are two bedrooms, there's a kitchen, there's a bathroom and a living-room."
VERBS,there is/are,A1,FORM: 'THERE ARE',Can use 'there are' + plural noun phrase as complement.,"There are two bathrooms.
There are many shops and schools.
I think, in the park there are animals."
VERBS,there is/are,A2,FORM: 'THERE IS' + UNCOUNTABLE,Can use 'there is' + uncountable nouns as complement. ,"I need it because there is some money in it which I have to pay to someone.
There is some information about the new art class."
VERBS,there is/are,A2,FORM: 'THERE IS/ARE' + A LOT OF ,Can use both 'there is' and 'there are' + 'a lot of' + plural noun. ,"There's a lot of people there.
There's a lot of clothes but they are very cheap.
You can go to the town centre because there are a lot of shops in the town centre.
It's a very interesting place because there are a lot of pictures."
VERBS,there is/are,B1,FORM: NEGATIVE,Can use 'There' + 'be' + 'n't' with countable and uncountable nouns. ,"There isn't any noise.
The spring is the best time because there aren't too many tourists.
There wasn't any message on it, just a big word DIE.
There weren't any people on the bus she took."
